customer_id,usage_month,model_version,monthly_api_volume,uptime,explainability_queries,explanations_actioned,rules_configured,retention_risk
CUST-033,2025-02-01,v3.0,1877052,0.9993,494,8,12,low
CUST-033,2025-03-01,v3.0,2391385,0.99988,738,13,6,low
CUST-033,2025-04-01,v3.0,1857441,0.99955,581,6,22,low
CUST-033,2025-05-01,v3.1,2386095,0.99956,687,9,20,low
CUST-033,2025-06-01,v3.1,1789728,0.99919,578,9,2,low
CUST-033,2025-07-01,v3.1,2214525,0.99942,836,14,9,low
CUST-033,2025-08-01,v3.1,2593884,0.9994,669,11,23,low
CUST-033,2025-09-01,v3.2,2669091,0.9986,944,9,3,low
CUST-033,2025-10-01,v3.2,2073391,0.99958,786,15,8,low
CUST-033,2025-11-01,v3.2,2717055,0.9988,861,6,11,low
CUST-033,2025-12-01,v3.2,2586153,0.99891,875,16,19,low
CUST-034,2025-01-01,v3.0,1694519,0.99886,595,5,3,low
CUST-034,2025-02-01,v3.0,2286250,0.99968,716,7,22,low
CUST-034,2025-03-01,v3.0,1724626,0.99859,494,7,24,low
CUST-034,2025-04-01,v3.0,2385953,0.99877,709,5,18,low
CUST-034,2025-05-01,v3.1,2261093,0.9997,718,8,24,low
CUST-034,2025-06-01,v3.1,2480789,0.99859,698,5,1,low
CUST-034,2025-07-01,v3.1,2049647,0.99892,730,7,23,low
CUST-034,2025-08-01,v3.1,2656770,0.99869,810,16,5,low
CUST-034,2025-09-01,v3.2,2543966,0.99994,704,8,14,low
CUST-034,2025-10-01,v3.2,2438062,0.99991,649,9,3,low
CUST-034,2025-11-01,v3.2,2495708,0.99922,750,10,7,low
CUST-034,2025-12-01,v3.2,2268925,0.99868,689,14,17,low
CUST-035,2025-01-01,v3.0,1990041,0.99919,665,5,6,low
CUST-035,2025-02-01,v3.0,1960122,0.99918,728,12,11,low
CUST-035,2025-03-01,v3.0,2016363,0.99976,617,5,9,low
CUST-035,2025-04-01,v3.0,2113294,0.99901,615,12,18,low
CUST-035,2025-05-01,v3.1,1779765,0.99984,487,5,4,low
CUST-035,2025-06-01,v3.1,2456998,0.99988,860,18,20,low
CUST-035,2025-07-01,v3.1,2195712,0.99985,804,6,15,low
CUST-035,2025-08-01,v3.1,1932271,0.99957,607,13,10,low
CUST-035,2025-09-01,v3.2,2577084,0.99944,778,8,20,low
CUST-035,2025-10-01,v3.2,2201847,0.99977,620,12,7,low
CUST-035,2025-11-01,v3.2,2076652,0.9992,657,9,18,low
CUST-035,2025-12-01,v3.2,2025061,0.99992,713,13,8,low
CUST-036,2025-01-01,v3.0,1895869,0.99863,606,11,21,low
CUST-036,2025-02-01,v3.0,1793653,0.99946,516,10,2,low
CUST-036,2025-03-01,v3.0,1853156,0.99895,634,5,8,low
CUST-036,2025-04-01,v3.0,2447177,0.99854,852,15,9,low
CUST-036,2025-05-01,v3.1,1813039,0.99991,554,6,8,low
CUST-036,2025-06-01,v3.1,2413709,0.99927,704,14,17,low
CUST-036,2025-07-01,v3.1,2294070,0.99989,678,13,14,low
CUST-036,2025-08-01,v3.1,2557982,0.99993,940,12,23,low
CUST-036,2025-09-01,v3.2,2186675,0.99958,707,11,22,low
CUST-036,2025-10-01,v3.2,1927962,0.9998,550,6,3,low
CUST-036,2025-11-01,v3.2,2139911,0.99898,581,11,8,low
CUST-036,2025-12-01,v3.2,2361978,0.99872,689,6,22,low
CUST-037,2025-01-01,v3.0,2182845,0.99898,579,9,22,low
CUST-037,2025-02-01,v3.0,1940024,0.99929,534,3,20,low
CUST-037,2025-03-01,v3.0,1866724,0.9996,485,8,6,low
CUST-037,2025-04-01,v3.0,2224294,0.99934,607,8,21,low
CUST-037,2025-05-01,v3.1,1816383,0.99885,497,10,3,low
CUST-037,2025-06-01,v3.1,1961933,0.99912,582,7,16,low
CUST-037,2025-07-01,v3.1,2562054,0.99941,722,14,7,low
CUST-037,2025-08-01,v3.1,2252871,0.99919,793,17,17,low
CUST-037,2025-09-01,v3.2,2076533,0.99858,617,5,20,low
CUST-037,2025-10-01,v3.2,2126075,0.99873,571,12,14,low
CUST-037,2025-11-01,v3.2,2397188,0.99865,615,8,15,low
CUST-037,2025-12-01,v3.2,2612514,0.9985,714,5,13,low
CUST-038,2025-01-01,v3.0,1791136,0.99861,560,8,11,low
CUST-038,2025-02-01,v3.0,2204094,0.99954,732,15,10,low
CUST-038,2025-03-01,v3.0,1988817,0.9998,562,11,18,low
CUST-038,2025-04-01,v3.0,2211053,0.99887,792,9,7,low
CUST-038,2025-05-01,v3.1,1964024,0.99888,661,12,1,low
CUST-038,2025-06-01,v3.1,2098141,0.99896,547,6,14,low
CUST-038,2025-07-01,v3.1,2040061,0.99896,699,10,24,low
CUST-038,2025-08-01,v3.1,2278351,0.99966,728,9,21,low
CUST-038,2025-09-01,v3.2,2643548,0.99939,804,14,3,low
CUST-038,2025-10-01,v3.2,2039726,0.9985,584,11,23,low
CUST-038,2025-11-01,v3.2,1984503,0.99867,529,4,3,low
CUST-038,2025-12-01,v3.2,2106334,0.99861,697,5,3,low
CUST-039,2025-01-01,v3.0,2068098,0.99925,610,13,24,low
CUST-039,2025-02-01,v3.0,2187889,0.99891,632,12,8,low
CUST-039,2025-03-01,v3.0,1706918,0.99976,655,10,14,low
CUST-039,2025-04-01,v3.0,1965332,0.99968,634,4,11,low
CUST-039,2025-05-01,v3.1,2389568,0.99943,763,14,7,low
CUST-039,2025-06-01,v3.1,2110317,0.99974,596,13,10,low
CUST-039,2025-07-01,v3.1,1831741,0.99971,703,13,3,low
CUST-039,2025-08-01,v3.1,2539204,0.99879,811,16,3,low
CUST-039,2025-09-01,v3.2,2001527,0.9992,744,12,11,low
CUST-039,2025-10-01,v3.2,2071734,0.99961,630,6,6,low
CUST-039,2025-11-01,v3.2,2647156,0.99897,986,17,21,low
CUST-039,2025-12-01,v3.2,2268428,0.99978,616,13,22,low
CUST-040,2025-01-01,v3.0,1835443,0.99992,560,8,6,low
CUST-040,2025-02-01,v3.0,2287523,0.99896,691,4,21,low
CUST-040,2025-03-01,v3.0,1855824,0.9987,542,7,14,low
CUST-040,2025-04-01,v3.0,1928366,0.9987,683,15,10,low
CUST-040,2025-05-01,v3.1,2477110,0.99867,929,14,13,low
CUST-040,2025-06-01,v3.1,2299815,0.99913,595,8,23,low
CUST-040,2025-07-01,v3.1,2312527,0.99973,770,6,21,low
CUST-040,2025-08-01,v3.1,2641533,0.99941,841,8,9,low
CUST-040,2025-09-01,v3.2,2393702,0.99967,731,8,17,low
CUST-040,2025-10-01,v3.2,2391141,0.99901,670,13,1,low
CUST-040,2025-11-01,v3.2,2119649,0.99879,638,11,1,low
CUST-040,2025-12-01,v3.2,2140105,0.99992,704,12,18,low
CUST-041,2025-01-01,v3.0,2103466,0.99861,584,6,2,low
CUST-041,2025-02-01,v3.0,2101661,0.99925,660,10,2,low
CUST-041,2025-03-01,v3.0,1851245,0.99907,485,4,2,low
CUST-041,2025-04-01,v3.0,1854396,0.99891,545,9,4,low
CUST-041,2025-05-01,v3.1,1784295,0.99963,565,12,4,low
CUST-041,2025-06-01,v3.1,2129213,0.99917,736,12,22,low
CUST-041,2025-07-01,v3.1,2280555,0.99966,731,6,8,low
CUST-041,2025-08-01,v3.1,1952036,0.99987,727,12,24,low
CUST-041,2025-09-01,v3.2,2434971,0.999,721,12,6,low
CUST-041,2025-10-01,v3.2,1907747,0.99905,609,7,22,low
CUST-041,2025-11-01,v3.2,2676230,0.99887,878,8,9,low
CUST-041,2025-12-01,v3.2,2458596,0.99911,772,14,11,low
CUST-042,2025-01-01,v3.0,2048063,0.99864,603,13,5,low
CUST-042,2025-02-01,v3.0,2353358,0.99905,649,12,7,low
CUST-042,2025-03-01,v3.0,2248526,0.99873,660,11,19,low
CUST-042,2025-04-01,v3.0,1996108,0.99898,686,14,21,low
CUST-042,2025-05-01,v3.1,2313370,0.99905,641,5,21,low
CUST-042,2025-06-01,v3.1,2061573,0.99932,574,10,6,low
CUST-042,2025-07-01,v3.1,2125428,0.99941,576,8,20,low
CUST-042,2025-08-01,v3.1,2509877,0.99949,687,11,9,low
CUST-042,2025-09-01,v3.2,2184024,0.99874,722,5,6,low
CUST-042,2025-10-01,v3.2,2201041,0.99972,642,5,16,low
CUST-042,2025-11-01,v3.2,2079807,0.999,663,7,22,low
CUST-042,2025-12-01,v3.2,2115173,0.99943,732,12,20,low
CUST-043,2025-01-01,v3.0,1867636,0.99933,651,13,21,low
CUST-043,2025-02-01,v3.0,2112446,0.99902,646,6,24,low
CUST-043,2025-03-01,v3.0,1877826,0.99954,651,9,23,low
CUST-043,2025-04-01,v3.0,2429866,0.99884,934,16,15,low
CUST-043,2025-05-01,v3.1,2151823,0.99861,649,12,6,low
CUST-043,2025-06-01,v3.1,2128920,0.99877,818,17,6,low
CUST-043,2025-07-01,v3.1,2152615,0.99864,693,12,6,low
CUST-043,2025-08-01,v3.1,2234014,0.99935,802,7,3,low
CUST-043,2025-09-01,v3.2,2696109,0.99961,741,9,16,low
CUST-043,2025-10-01,v3.2,2710855,0.99987,706,12,10,low
CUST-043,2025-11-01,v3.2,2338704,0.99991,711,8,1,low
CUST-043,2025-12-01,v3.2,2501290,0.9986,854,16,23,low
CUST-044,2025-01-01,v3.0,2072605,0.99907,701,10,17,low
CUST-044,2025-02-01,v3.0,2215139,0.99921,580,9,17,low
CUST-044,2025-03-01,v3.0,2330259,0.99972,812,7,9,low
CUST-044,2025-04-01,v3.0,1743793,0.99899,467,3,24,low
CUST-044,2025-05-01,v3.1,2021272,0.99865,598,5,15,low
CUST-044,2025-06-01,v3.1,2036639,0.99872,649,10,18,low
CUST-044,2025-07-01,v3.1,1851006,0.99982,587,12,16,low
CUST-044,2025-08-01,v3.1,2083297,0.99979,569,6,5,low
CUST-044,2025-09-01,v3.2,2183914,0.99881,570,7,4,low
CUST-044,2025-10-01,v3.2,2357485,0.99879,745,7,9,low
CUST-044,2025-11-01,v3.2,2561983,0.99991,892,6,15,low
CUST-044,2025-12-01,v3.2,2226184,0.99882,731,6,1,low
CUST-045,2025-01-01,v3.0,1979901,0.99972,592,7,16,low
CUST-045,2025-02-01,v3.0,2086855,0.99894,540,4,1,low
CUST-045,2025-03-01,v3.0,2381705,0.99967,815,10,14,low
CUST-045,2025-04-01,v3.0,2230054,0.99985,722,7,19,low
CUST-045,2025-05-01,v3.1,2241523,0.99876,849,9,9,low
CUST-045,2025-06-01,v3.1,2435863,0.99967,853,10,7,low
CUST-045,2025-07-01,v3.1,2554173,0.99889,737,9,17,low
CUST-045,2025-08-01,v3.1,2077585,0.99956,771,15,16,low
CUST-045,2025-09-01,v3.2,2395698,0.99864,850,8,19,low
CUST-045,2025-10-01,v3.2,2613662,0.99975,892,17,24,low
CUST-045,2025-11-01,v3.2,1968212,0.99955,669,4,16,low
CUST-045,2025-12-01,v3.2,2295668,0.9993,709,8,21,low
CUST-046,2025-01-01,v3.0,4399845,0.99855,1235,19,23,low
CUST-046,2025-02-01,v3.0,4778461,0.9993,1797,19,24,low
CUST-046,2025-03-01,v3.0,4986771,0.99904,1396,18,15,low
CUST-046,2025-04-01,v3.0,5140569,0.99941,1372,23,4,low
CUST-046,2025-05-01,v3.1,4122329,0.99901,1206,26,6,low
CUST-046,2025-06-01,v3.1,3915196,0.99855,1033,10,16,low
CUST-046,2025-07-01,v3.1,4129370,0.99897,1212,20,11,low
CUST-046,2025-08-01,v3.1,4202083,0.99958,1441,23,14,low
CUST-046,2025-09-01,v3.2,4070839,0.99984,1239,19,11,low
CUST-046,2025-10-01,v3.2,4114973,0.9985,1106,8,12,low
CUST-046,2025-11-01,v3.2,5468971,0.99928,1537,18,4,low
CUST-046,2025-12-01,v3.2,5276767,0.99991,1599,12,20,low
CUST-047,2025-01-01,v3.0,4770036,0.99853,1330,28,21,low
CUST-047,2025-02-01,v3.0,4666722,0.99903,1720,27,5,low
CUST-047,2025-03-01,v3.0,4173046,0.99933,1070,19,22,low
CUST-047,2025-04-01,v3.0,4958265,0.99949,1657,35,4,low
CUST-047,2025-05-01,v3.1,5246106,0.9999,1550,13,16,low
CUST-047,2025-06-01,v3.1,4664277,0.99947,1625,34,7,low
CUST-047,2025-07-01,v3.1,5120009,0.99877,1924,40,20,low
CUST-047,2025-08-01,v3.1,5017268,0.99869,1351,23,3,low
CUST-047,2025-09-01,v3.2,5436781,0.9991,1591,15,5,low
CUST-047,2025-10-01,v3.2,5303144,0.99876,1708,35,5,low
CUST-047,2025-11-01,v3.2,4385351,0.99857,1177,18,1,low
CUST-047,2025-12-01,v3.2,4954337,0.9993,1452,19,2,low
CUST-048,2025-01-01,v3.0,3946047,0.99978,1393,18,15,low
CUST-048,2025-02-01,v3.0,3948184,0.9991,1422,26,6,low
CUST-048,2025-03-01,v3.0,4795978,0.99969,1604,33,16,low
CUST-048,2025-04-01,v3.0,4423954,0.99889,1330,10,22,low
CUST-048,2025-05-01,v3.1,4747180,0.99991,1237,9,24,low
CUST-048,2025-06-01,v3.1,4095093,0.99925,1492,11,14,low
CUST-048,2025-07-01,v3.1,4018816,0.99883,1115,8,1,low
CUST-048,2025-08-01,v3.1,4959676,0.99878,1466,25,4,low
CUST-048,2025-09-01,v3.2,5295672,0.99885,1531,24,18,low
CUST-048,2025-10-01,v3.2,5284765,0.99993,1558,14,21,low
CUST-048,2025-11-01,v3.2,5703380,0.99952,1580,33,9,low
CUST-048,2025-12-01,v3.2,5495462,0.99935,1495,16,15,low
CUST-049,2025-01-01,v3.0,3970725,0.9985,1063,11,3,low
CUST-049,2025-02-01,v3.0,4741638,0.99851,1754,30,17,low
CUST-049,2025-03-01,v3.0,4907861,0.99917,1580,21,17,low
CUST-049,2025-04-01,v3.0,3887137,0.99898,1278,8,7,low
CUST-049,2025-05-01,v3.1,4123657,0.99945,1345,16,2,low
CUST-049,2025-06-01,v3.1,4440605,0.9989,1229,22,1,low
CUST-049,2025-07-01,v3.1,4998208,0.99932,1514,24,7,low
CUST-049,2025-08-01,v3.1,3903121,0.99876,1199,20,14,low
CUST-049,2025-09-01,v3.2,4914078,0.99862,1590,22,3,low
CUST-049,2025-10-01,v3.2,5322723,0.99855,1760,16,10,low
CUST-049,2025-11-01,v3.2,4998130,0.9987,1834,29,18,low
CUST-049,2025-12-01,v3.2,5830488,0.99892,1765,33,17,low
CUST-050,2025-01-01,v3.0,4193032,0.99864,1111,22,13,low
CUST-050,2025-02-01,v3.0,4559095,0.99886,1189,7,7,low
CUST-050,2025-03-01,v3.0,4536437,0.99912,1321,11,7,low
CUST-050,2025-04-01,v3.0,4923837,0.99988,1477,21,15,low
CUST-050,2025-05-01,v3.1,3995340,0.99869,1025,22,9,low
CUST-050,2025-06-01,v3.1,4331767,0.99961,1355,22,13,low
CUST-050,2025-07-01,v3.1,3998068,0.99929,1038,19,6,low
CUST-050,2025-08-01,v3.1,4017938,0.99901,1235,21,6,low
CUST-050,2025-09-01,v3.2,4210705,0.99894,1095,10,6,low
CUST-050,2025-10-01,v3.2,4715283,0.99966,1734,13,11,low
CUST-050,2025-11-01,v3.2,4320473,0.99966,1619,34,19,low
CUST-050,2025-12-01,v3.2,4255525,0.99866,1259,14,14,low
CUST-051,2025-01-01,v3.0,4202906,0.99987,1570,30,14,low
CUST-051,2025-02-01,v3.0,4397437,0.99933,1237,21,9,low
CUST-051,2025-03-01,v3.0,4116025,0.99959,1500,26,14,low
CUST-051,2025-04-01,v3.0,4051697,0.99868,1255,16,3,low
CUST-051,2025-05-01,v3.1,4970122,0.99866,1777,14,10,low
CUST-051,2025-06-01,v3.1,4542885,0.99947,1557,16,6,low
CUST-051,2025-07-01,v3.1,4020490,0.99857,1283,9,20,low
CUST-051,2025-08-01,v3.1,5385707,0.99946,1463,16,13,low
CUST-051,2025-09-01,v3.2,4245158,0.99917,1399,18,20,low
CUST-051,2025-10-01,v3.2,4974816,0.99951,1511,15,3,low
CUST-051,2025-11-01,v3.2,4347080,0.99893,1289,12,14,low
CUST-051,2025-12-01,v3.2,5154650,0.99899,1814,34,12,low
CUST-052,2025-01-01,v3.0,4762425,0.99912,1294,11,22,low
CUST-052,2025-02-01,v3.0,4652751,0.99892,1376,12,8,low
CUST-052,2025-03-01,v3.0,4881242,0.99909,1275,20,12,low
CUST-052,2025-04-01,v3.0,4588736,0.99964,1393,12,18,low
CUST-052,2025-05-01,v3.1,4539817,0.99885,1204,25,19,low
CUST-052,2025-06-01,v3.1,3952229,0.9993,1457,28,7,low
CUST-052,2025-07-01,v3.1,4589460,0.99983,1688,11,6,low
CUST-052,2025-08-01,v3.1,4864245,0.99978,1812,24,14,low
CUST-052,2025-09-01,v3.2,4997999,0.99938,1727,15,10,low
CUST-052,2025-10-01,v3.2,4074498,0.9995,1392,27,8,low
CUST-052,2025-11-01,v3.2,4699961,0.99936,1687,33,20,low
CUST-052,2025-12-01,v3.2,4999655,0.9986,1405,26,11,low
CUST-053,2025-01-01,v3.0,4687576,0.99895,1642,12,19,low
CUST-053,2025-02-01,v3.0,3919350,0.9986,1252,18,11,low
CUST-053,2025-03-01,v3.0,4975872,0.99987,1303,11,18,low
CUST-053,2025-04-01,v3.0,3679863,0.99855,1234,20,21,low
CUST-053,2025-05-01,v3.1,3786284,0.99982,1413,18,16,low
CUST-053,2025-06-01,v3.1,3828084,0.99992,1227,22,11,low
CUST-053,2025-07-01,v3.1,4831804,0.99983,1531,30,2,low
CUST-053,2025-08-01,v3.1,4784836,0.99939,1343,29,13,low
CUST-053,2025-09-01,v3.2,4294074,0.99888,1211,24,13,low
CUST-053,2025-10-01,v3.2,4830685,0.99913,1693,15,6,low
CUST-053,2025-11-01,v3.2,5295244,0.99987,1533,15,2,low
CUST-053,2025-12-01,v3.2,5417663,0.99977,1862,41,6,low
CUST-054,2025-01-01,v3.0,3849379,0.99912,1417,15,7,low
CUST-054,2025-02-01,v3.0,4689046,0.99895,1616,15,3,low
CUST-054,2025-03-01,v3.0,4621866,0.99912,1518,18,22,low
CUST-054,2025-04-01,v3.0,5100461,0.99864,1828,39,7,low
CUST-054,2025-05-01,v3.1,3831971,0.9995,1267,14,6,low
CUST-054,2025-06-01,v3.1,4624946,0.99959,1352,15,1,low
CUST-054,2025-07-01,v3.1,3879440,0.99917,1071,21,11,low
CUST-054,2025-08-01,v3.1,4465726,0.9995,1499,11,8,low
CUST-054,2025-09-01,v3.2,4946456,0.99875,1530,11,10,low
CUST-054,2025-10-01,v3.2,5508383,0.9987,2099,17,23,low
CUST-054,2025-11-01,v3.2,4264746,0.99965,1102,13,2,low
CUST-054,2025-12-01,v3.2,4744158,0.99909,1232,23,8,low
CUST-055,2025-01-01,v3.0,3679762,0.99913,1161,20,4,low
CUST-055,2025-02-01,v3.0,3548135,0.99872,965,12,10,low
CUST-055,2025-03-01,v3.0,4294648,0.9991,1279,23,24,low
CUST-055,2025-04-01,v3.0,3651294,0.99897,1119,13,21,low
CUST-055,2025-05-01,v3.1,4673036,0.99937,1223,27,2,low
CUST-055,2025-06-01,v3.1,5397577,0.9988,1556,31,24,low
CUST-055,2025-07-01,v3.1,4013928,0.99862,1057,9,18,low
CUST-055,2025-08-01,v3.1,4545439,0.99947,1190,20,11,low
CUST-055,2025-09-01,v3.2,4666944,0.99988,1672,31,22,low
CUST-055,2025-10-01,v3.2,4778627,0.99995,1706,22,21,low
CUST-055,2025-11-01,v3.2,5685173,0.99991,2142,28,2,low
CUST-055,2025-12-01,v3.2,4966702,0.99865,1557,26,5,low
CUST-056,2025-01-01,v3.0,4495192,0.99966,1213,13,10,low
CUST-056,2025-02-01,v3.0,4104714,0.99977,1198,25,17,low
CUST-056,2025-03-01,v3.0,4817969,0.99885,1559,11,2,low
CUST-056,2025-04-01,v3.0,5125048,0.99984,1860,16,7,low
CUST-056,2025-05-01,v3.1,5231497,0.99895,1522,33,17,low
CUST-056,2025-06-01,v3.1,3765753,0.99897,1345,29,17,low
CUST-056,2025-07-01,v3.1,4340132,0.99919,1367,22,5,low
CUST-056,2025-08-01,v3.1,4095907,0.99856,1221,18,13,low
CUST-056,2025-09-01,v3.2,5465727,0.99874,1794,18,17,low
CUST-056,2025-10-01,v3.2,5586095,0.999,2143,44,12,low
CUST-056,2025-11-01,v3.2,5570152,0.9998,1628,18,3,low
CUST-056,2025-12-01,v3.2,5769599,0.99943,1696,11,2,low
CUST-057,2025-01-01,v3.0,3722747,0.9985,1302,27,15,low
CUST-057,2025-02-01,v3.0,4728964,0.99895,1393,17,5,low
CUST-057,2025-03-01,v3.0,3828833,0.9992,1138,23,4,low
CUST-057,2025-04-01,v3.0,4924860,0.9989,1352,27,19,low
CUST-057,2025-05-01,v3.1,4688261,0.9994,1211,20,5,low
CUST-057,2025-06-01,v3.1,4804354,0.99944,1611,30,5,low
CUST-057,2025-07-01,v3.1,4386065,0.99907,1418,13,23,low
CUST-057,2025-08-01,v3.1,5052576,0.99964,1527,16,11,low
CUST-057,2025-09-01,v3.2,4795452,0.9987,1262,13,4,low
CUST-057,2025-10-01,v3.2,5518672,0.99957,2054,22,22,low
CUST-057,2025-11-01,v3.2,4645351,0.9999,1271,14,17,low
CUST-057,2025-12-01,v3.2,4252077,0.99851,1362,19,12,low
CUST-058,2025-01-01,v3.0,4570027,0.99972,1176,18,8,low
CUST-058,2025-02-01,v3.0,3678331,0.99867,986,6,5,low
CUST-058,2025-03-01,v3.0,4375773,0.99952,1203,24,23,low
CUST-058,2025-04-01,v3.0,4202324,0.9996,1371,24,2,low
CUST-058,2025-05-01,v3.1,4943812,0.99925,1542,13,1,low
CUST-058,2025-06-01,v3.1,4494543,0.99918,1508,29,23,low
CUST-058,2025-07-01,v3.1,4783392,0.99884,1370,21,8,low
CUST-058,2025-08-01,v3.1,5396773,0.99915,1700,25,10,low
CUST-058,2025-09-01,v3.2,4517983,0.9989,1183,24,1,low
CUST-058,2025-10-01,v3.2,5065444,0.9999,1682,26,22,low
CUST-058,2025-11-01,v3.2,4641267,0.99934,1296,18,8,low
CUST-058,2025-12-01,v3.2,4584925,0.99901,1313,14,1,low
CUST-059,2025-01-01,v3.0,1511305,0.999,486,7,6,low
CUST-059,2025-02-01,v3.0,1387868,0.9999,372,6,20,low
CUST-059,2025-03-01,v3.0,1142511,0.99889,396,8,4,low
CUST-059,2025-04-01,v3.0,1290765,0.99868,488,7,6,low
CUST-059,2025-05-01,v3.1,1562960,0.99989,539,9,18,low
CUST-059,2025-06-01,v3.1,1417629,0.99879,401,5,15,low
CUST-059,2025-07-01,v3.1,1545685,0.99955,490,10,19,low
CUST-059,2025-08-01,v3.1,1341493,0.99961,360,6,2,low
CUST-059,2025-09-01,v3.2,1679972,0.99877,564,9,14,low
CUST-059,2025-10-01,v3.2,1622875,0.99984,567,12,10,low
CUST-059,2025-11-01,v3.2,1516084,0.99884,531,10,1,low
CUST-059,2025-12-01,v3.2,1725203,0.99892,629,7,3,low
CUST-060,2025-01-01,v3.0,1510156,0.99916,399,8,2,low
CUST-060,2025-02-01,v3.0,1264243,0.99966,408,7,7,low
CUST-060,2025-03-01,v3.0,1265006,0.99915,475,9,17,low
CUST-060,2025-04-01,v3.0,1389504,0.99921,420,5,8,low
CUST-060,2025-05-01,v3.1,1445916,0.99986,521,5,3,low
CUST-060,2025-06-01,v3.1,1532800,0.99895,552,8,7,low
CUST-060,2025-07-01,v3.1,1471737,0.99898,499,6,1,low
CUST-060,2025-08-01,v3.1,1301145,0.99872,410,4,8,low
CUST-060,2025-09-01,v3.2,1494876,0.99929,392,7,22,low
CUST-060,2025-10-01,v3.2,1392865,0.99875,462,8,15,low
CUST-060,2025-11-01,v3.2,1677115,0.99993,566,6,8,low
CUST-060,2025-12-01,v3.2,1747621,0.9992,483,8,17,low
CUST-061,2025-01-01,v3.0,1500844,0.99874,389,4,13,low
CUST-061,2025-02-01,v3.0,1553253,0.99871,597,6,19,low
CUST-061,2025-03-01,v3.0,1181609,0.99853,308,4,14,low
CUST-061,2025-04-01,v3.0,1160330,0.99907,364,3,2,low
CUST-061,2025-05-01,v3.1,1472689,0.99944,477,7,4,low
CUST-061,2025-06-01,v3.1,1447607,0.99985,458,9,21,low
CUST-061,2025-07-01,v3.1,1583047,0.9992,577,4,9,low
CUST-061,2025-08-01,v3.1,1206889,0.99919,403,6,18,low
CUST-061,2025-09-01,v3.2,1708233,0.99864,530,4,17,low
CUST-061,2025-10-01,v3.2,1269185,0.99956,337,6,19,low
CUST-061,2025-11-01,v3.2,1603814,0.99892,573,11,9,low
CUST-061,2025-12-01,v3.2,1588364,0.99887,494,9,9,low
CUST-062,2025-01-01,v3.0,1415808,0.99921,389,3,1,low
CUST-062,2025-02-01,v3.0,1335551,0.9996,421,5,2,low
CUST-062,2025-03-01,v3.0,1206001,0.99942,356,7,2,low
CUST-062,2025-04-01,v3.0,1601306,0.99973,453,5,16,low
CUST-062,2025-05-01,v3.1,1588933,0.9989,610,8,4,low
CUST-062,2025-06-01,v3.1,1315111,0.99959,357,8,18,low
CUST-062,2025-07-01,v3.1,1339867,0.99963,407,5,13,low
CUST-062,2025-08-01,v3.1,1264551,0.9999,337,3,16,low
CUST-062,2025-09-01,v3.2,1268776,0.99903,440,3,9,low
CUST-062,2025-10-01,v3.2,1269892,0.99874,450,9,4,low
CUST-062,2025-11-01,v3.2,1438164,0.99896,479,4,1,low
CUST-062,2025-12-01,v3.2,1495445,0.99978,536,8,2,low
CUST-063,2025-01-01,v3.0,1109811,0.99948,355,8,1,low
CUST-063,2025-02-01,v3.0,1476922,0.9999,503,4,13,low
CUST-063,2025-03-01,v3.0,1135891,0.99892,299,5,9,low
CUST-063,2025-04-01,v3.0,1123761,0.99988,346,7,6,low
CUST-063,2025-05-01,v3.1,1343994,0.99896,483,4,3,low
CUST-063,2025-06-01,v3.1,1467511,0.99965,444,5,12,low
CUST-063,2025-07-01,v3.1,1445906,0.99988,378,7,22,low
CUST-063,2025-08-01,v3.1,1592186,0.99889,433,8,10,low
CUST-063,2025-09-01,v3.2,1316565,0.99854,423,7,20,low
CUST-063,2025-10-01,v3.2,1346596,0.99904,389,4,5,low
CUST-063,2025-11-01,v3.2,1354983,0.99967,469,6,10,low
CUST-063,2025-12-01,v3.2,1326928,0.9988,429,9,2,low
CUST-064,2025-01-01,v3.0,1385915,0.99987,358,7,4,low
CUST-064,2025-02-01,v3.0,1488411,0.99972,557,8,8,low
CUST-064,2025-03-01,v3.0,1228746,0.9987,334,3,11,low
CUST-064,2025-04-01,v3.0,1304816,0.99876,433,8,13,low
CUST-064,2025-05-01,v3.1,1186657,0.99971,399,6,9,low
CUST-064,2025-06-01,v3.1,1492794,0.9999,559,7,8,low
CUST-064,2025-07-01,v3.1,1542446,0.99861,468,4,2,low
CUST-064,2025-08-01,v3.1,1212001,0.99865,346,5,20,low
CUST-064,2025-09-01,v3.2,1326737,0.99876,396,3,3,low
CUST-064,2025-10-01,v3.2,1416714,0.99956,425,5,16,low
CUST-064,2025-11-01,v3.2,1616611,0.99897,451,6,5,low
CUST-064,2025-12-01,v3.2,1831910,0.99881,485,7,14,low
CUST-065,2025-01-01,v3.0,1467962,0.99888,540,3,6,low
CUST-065,2025-02-01,v3.0,1415206,0.99944,365,4,1,low
CUST-065,2025-03-01,v3.0,1156605,0.99954,430,7,14,low
CUST-065,2025-04-01,v3.0,1421056,0.99972,390,6,11,low
CUST-065,2025-05-01,v3.1,1529661,0.99984,481,6,20,low
CUST-065,2025-06-01,v3.1,1207180,0.99866,442,9,17,low
CUST-065,2025-07-01,v3.1,1583811,0.99895,431,3,11,low
CUST-065,2025-08-01,v3.1,1428967,0.99955,478,7,9,low
CUST-065,2025-09-01,v3.2,1680043,0.99877,498,9,10,low
CUST-065,2025-10-01,v3.2,1434958,0.99923,512,4,4,low
CUST-065,2025-11-01,v3.2,1809071,0.99907,670,5,2,low
