ticket_id,customer_id,customer_segment,complaint_type,severity,ticket_date,model_version,status,resolution_hours
TKT-00281,CUST-061,Mid-Market Contact Center,latency,high,2025-04-17,v3.0,closed,48.1
TKT-00282,CUST-079,Enterprise CPaaS,latency,high,2025-04-23,v3.0,closed,63.2
TKT-00283,CUST-001,Tier 1 Carrier,false_positive,low,2025-12-19,v3.2,resolved,90.9
TKT-00284,CUST-033,Mid-Market Bank,missed_spam,medium,2025-03-27,v3.0,resolved,67.7
TKT-00285,CUST-006,Tier 1 Carrier,false_positive,high,2025-11-29,v3.2,open,85.1
TKT-00286,CUST-066,Mid-Market Contact Center,missed_spam,low,2025-01-30,v3.0,resolved,22.9
TKT-00287,CUST-008,Tier 1 Carrier,false_positive,critical,2025-10-31,v3.2,resolved,40.1
TKT-00288,CUST-001,Tier 1 Carrier,false_positive,critical,2025-10-02,v3.2,open,63.8
TKT-00289,CUST-019,Regional Carrier,missed_spam,medium,2025-06-29,v3.1,open,16.1
TKT-00290,CUST-001,Tier 1 Carrier,false_positive,high,2025-12-23,v3.2,resolved,60.7
TKT-00291,CUST-079,Enterprise CPaaS,latency,medium,2025-01-14,v3.0,resolved,33.0
TKT-00292,CUST-012,Regional Carrier,availability,medium,2025-05-02,v3.1,resolved,55.1
TKT-00293,CUST-001,Tier 1 Carrier,missed_spam,critical,2025-05-11,v3.1,resolved,109.2
TKT-00294,CUST-081,Enterprise CPaaS,integration,medium,2025-01-31,v3.0,resolved,97.6
TKT-00295,CUST-006,Tier 1 Carrier,false_positive,critical,2025-10-26,v3.2,resolved,13.7
TKT-00296,CUST-023,Enterprise Bank,latency,high,2025-03-16,v3.0,resolved,36.9
TKT-00297,CUST-016,Regional Carrier,missed_spam,medium,2025-12-17,v3.2,closed,62.5
TKT-00298,CUST-016,Regional Carrier,missed_spam,medium,2025-06-09,v3.1,resolved,120.0
TKT-00299,CUST-001,Tier 1 Carrier,false_positive,low,2025-09-13,v3.2,resolved,89.2
TKT-00300,CUST-069,Mid-Market Contact Center,latency,medium,2025-07-15,v3.1,closed,89.9
TKT-00301,CUST-010,Regional Carrier,availability,medium,2025-09-17,v3.2,closed,35.2
TKT-00302,CUST-070,Mid-Market Contact Center,latency,high,2025-01-04,v3.0,resolved,100.8
TKT-00303,CUST-087,Enterprise CPaaS,missed_spam,high,2025-09-03,v3.2,resolved,84.9
TKT-00304,CUST-005,Tier 1 Carrier,missed_spam,high,2025-07-12,v3.1,closed,28.4
TKT-00305,CUST-044,Mid-Market Bank,integration,medium,2025-07-07,v3.1,closed,19.2
TKT-00306,CUST-036,Mid-Market Bank,availability,medium,2025-09-11,v3.2,resolved,55.9
TKT-00307,CUST-083,Enterprise CPaaS,integration,high,2025-07-12,v3.1,closed,118.2
TKT-00308,CUST-065,Mid-Market Contact Center,integration,high,2025-02-16,v3.0,resolved,44.0
TKT-00309,CUST-020,Regional Carrier,missed_spam,high,2025-12-24,v3.2,open,32.8
TKT-00310,CUST-090,Growth CPaaS,missed_spam,medium,2025-10-01,v3.2,open,22.0
TKT-00311,CUST-047,Enterprise Contact Center,missed_spam,low,2025-12-24,v3.2,closed,77.8
TKT-00312,CUST-009,Regional Carrier,latency,medium,2025-01-08,v3.0,closed,89.5
TKT-00313,CUST-044,Mid-Market Bank,integration,high,2025-08-14,v3.1,closed,114.4
TKT-00314,CUST-040,Mid-Market Bank,integration,high,2025-09-23,v3.2,resolved,111.1
TKT-00315,CUST-059,Mid-Market Contact Center,integration,high,2025-01-20,v3.0,resolved,61.0
TKT-00316,CUST-012,Regional Carrier,integration,low,2025-12-03,v3.2,open,116.5
TKT-00317,CUST-005,Tier 1 Carrier,false_positive,low,2025-11-14,v3.2,closed,72.1
TKT-00318,CUST-052,Enterprise Contact Center,billing,medium,2025-03-06,v3.0,closed,97.8
TKT-00319,CUST-006,Tier 1 Carrier,integration,medium,2025-03-19,v3.0,closed,70.1
TKT-00320,CUST-030,Enterprise Bank,integration,medium,2025-01-04,v3.0,resolved,62.3
TKT-00321,CUST-008,Tier 1 Carrier,missed_spam,medium,2025-11-16,v3.2,resolved,23.0
TKT-00322,CUST-005,Tier 1 Carrier,missed_spam,high,2025-11-06,v3.2,open,68.7
TKT-00323,CUST-001,Tier 1 Carrier,false_positive,medium,2025-11-11,v3.2,closed,80.4
TKT-00324,CUST-004,Tier 1 Carrier,latency,medium,2025-11-08,v3.2,closed,45.7
TKT-00325,CUST-092,Growth CPaaS,latency,low,2025-09-02,v3.2,open,117.9
TKT-00326,CUST-007,Tier 1 Carrier,availability,high,2025-12-24,v3.2,closed,55.0
TKT-00327,CUST-082,Enterprise CPaaS,false_positive,medium,2025-10-24,v3.2,resolved,84.1
TKT-00328,CUST-095,Growth CPaaS,integration,high,2025-05-21,v3.1,closed,5.4
TKT-00329,CUST-023,Enterprise Bank,billing,medium,2025-06-11,v3.1,open,71.4
TKT-00330,CUST-042,Mid-Market Bank,availability,high,2025-04-23,v3.0,resolved,40.8
TKT-00331,CUST-006,Tier 1 Carrier,false_positive,medium,2025-10-15,v3.2,resolved,30.8
TKT-00332,CUST-013,Regional Carrier,integration,low,2025-08-12,v3.1,resolved,114.7
TKT-00333,CUST-003,Tier 1 Carrier,false_positive,medium,2025-10-14,v3.2,resolved,66.9
TKT-00334,CUST-003,Tier 1 Carrier,missed_spam,high,2025-10-31,v3.2,closed,70.3
TKT-00335,CUST-039,Mid-Market Bank,missed_spam,medium,2025-05-20,v3.1,closed,94.9
TKT-00336,CUST-080,Enterprise CPaaS,availability,medium,2025-02-09,v3.0,resolved,106.4
TKT-00337,CUST-001,Tier 1 Carrier,false_positive,low,2025-10-14,v3.2,closed,53.7
TKT-00338,CUST-002,Tier 1 Carrier,false_positive,critical,2025-04-23,v3.0,resolved,111.3
TKT-00339,CUST-008,Tier 1 Carrier,false_positive,medium,2025-10-27,v3.2,open,60.5
TKT-00340,CUST-090,Growth CPaaS,integration,medium,2025-06-11,v3.1,resolved,102.4
TKT-00341,CUST-014,Regional Carrier,integration,low,2025-01-08,v3.0,closed,50.9
TKT-00342,CUST-011,Regional Carrier,availability,critical,2025-07-10,v3.1,closed,19.1
TKT-00343,CUST-007,Tier 1 Carrier,false_positive,medium,2025-09-16,v3.2,resolved,110.1
TKT-00344,CUST-012,Regional Carrier,availability,high,2025-06-14,v3.1,resolved,63.8
TKT-00345,CUST-001,Tier 1 Carrier,latency,medium,2025-02-13,v3.0,closed,99.9
TKT-00346,CUST-097,Growth CPaaS,missed_spam,medium,2025-05-29,v3.1,resolved,118.6
TKT-00347,CUST-001,Tier 1 Carrier,false_positive,critical,2025-11-07,v3.2,closed,23.6
TKT-00348,CUST-049,Enterprise Contact Center,integration,high,2025-02-17,v3.0,closed,50.6
TKT-00349,CUST-099,Growth CPaaS,missed_spam,medium,2025-07-19,v3.1,closed,26.3
TKT-00350,CUST-045,Mid-Market Bank,latency,medium,2025-07-15,v3.1,closed,114.6
TKT-00351,CUST-001,Tier 1 Carrier,false_positive,medium,2025-12-30,v3.2,resolved,28.0
TKT-00352,CUST-005,Tier 1 Carrier,missed_spam,medium,2025-07-16,v3.1,closed,16.9
TKT-00353,CUST-005,Tier 1 Carrier,availability,critical,2025-05-20,v3.1,resolved,56.4
TKT-00354,CUST-003,Tier 1 Carrier,false_positive,critical,2025-09-18,v3.2,closed,69.7
TKT-00355,CUST-094,Growth CPaaS,integration,high,2025-10-18,v3.2,resolved,10.9
TKT-00356,CUST-028,Enterprise Bank,availability,medium,2025-10-02,v3.2,resolved,110.8
TKT-00357,CUST-001,Tier 1 Carrier,false_positive,medium,2025-11-26,v3.2,closed,101.4
TKT-00358,CUST-001,Tier 1 Carrier,latency,high,2025-10-18,v3.2,closed,51.5
TKT-00359,CUST-044,Mid-Market Bank,missed_spam,medium,2025-04-22,v3.0,resolved,111.5
TKT-00360,CUST-022,Enterprise Bank,integration,high,2025-07-23,v3.1,closed,73.9
TKT-00361,CUST-025,Enterprise Bank,missed_spam,low,2025-08-04,v3.1,resolved,16.3
TKT-00362,CUST-072,Mid-Market Contact Center,availability,medium,2025-02-24,v3.0,closed,15.9
TKT-00363,CUST-046,Enterprise Contact Center,integration,medium,2025-08-13,v3.1,resolved,102.7
TKT-00364,CUST-022,Enterprise Bank,billing,medium,2025-08-09,v3.1,closed,24.8
TKT-00365,CUST-008,Tier 1 Carrier,false_positive,high,2025-10-30,v3.2,resolved,53.2
TKT-00366,CUST-098,Growth CPaaS,missed_spam,critical,2025-08-19,v3.1,resolved,41.1
TKT-00367,CUST-029,Enterprise Bank,billing,medium,2025-06-07,v3.1,open,51.4
TKT-00368,CUST-098,Growth CPaaS,false_positive,medium,2025-06-17,v3.1,closed,58.2
TKT-00369,CUST-003,Tier 1 Carrier,false_positive,low,2025-10-20,v3.2,closed,72.5
TKT-00370,CUST-001,Tier 1 Carrier,false_positive,low,2025-09-18,v3.2,resolved,110.3
TKT-00371,CUST-093,Growth CPaaS,latency,medium,2025-04-18,v3.0,resolved,105.4
TKT-00372,CUST-093,Growth CPaaS,billing,low,2025-03-15,v3.0,resolved,84.7
TKT-00373,CUST-005,Tier 1 Carrier,latency,medium,2025-11-02,v3.2,open,22.8
TKT-00374,CUST-003,Tier 1 Carrier,false_positive,high,2025-12-09,v3.2,resolved,89.7
TKT-00375,CUST-025,Enterprise Bank,missed_spam,critical,2025-07-23,v3.1,resolved,106.9
TKT-00376,CUST-054,Enterprise Contact Center,missed_spam,medium,2025-05-29,v3.1,closed,75.9
TKT-00377,CUST-023,Enterprise Bank,integration,medium,2025-05-05,v3.1,resolved,71.1
TKT-00378,CUST-007,Tier 1 Carrier,false_positive,medium,2025-09-29,v3.2,open,54.9
TKT-00379,CUST-099,Growth CPaaS,missed_spam,medium,2025-05-13,v3.1,resolved,7.9
TKT-00380,CUST-095,Growth CPaaS,missed_spam,low,2025-07-13,v3.1,resolved,24.4
TKT-00381,CUST-073,Mid-Market Contact Center,integration,critical,2025-06-08,v3.1,closed,2.4
TKT-00382,CUST-059,Mid-Market Contact Center,availability,medium,2025-10-09,v3.2,resolved,34.4
TKT-00383,CUST-058,Enterprise Contact Center,billing,high,2025-02-10,v3.0,resolved,94.1
TKT-00384,CUST-100,Growth CPaaS,integration,medium,2025-09-09,v3.2,resolved,83.6
TKT-00385,CUST-024,Enterprise Bank,false_positive,high,2025-07-05,v3.1,open,102.2
TKT-00386,CUST-095,Growth CPaaS,availability,medium,2025-12-14,v3.2,closed,66.4
TKT-00387,CUST-013,Regional Carrier,false_positive,high,2025-08-19,v3.1,closed,74.3
TKT-00388,CUST-073,Mid-Market Contact Center,false_positive,high,2025-01-31,v3.0,resolved,110.4
TKT-00389,CUST-067,Mid-Market Contact Center,integration,medium,2025-07-20,v3.1,resolved,17.6
TKT-00390,CUST-045,Mid-Market Bank,missed_spam,medium,2025-08-06,v3.1,open,116.2
TKT-00391,CUST-017,Regional Carrier,integration,medium,2025-01-26,v3.0,closed,52.1
TKT-00392,CUST-055,Enterprise Contact Center,integration,high,2025-05-10,v3.1,resolved,10.7
TKT-00393,CUST-021,Enterprise Bank,integration,medium,2025-08-15,v3.1,resolved,67.3
TKT-00394,CUST-001,Tier 1 Carrier,latency,high,2025-08-18,v3.1,resolved,85.0
TKT-00395,CUST-019,Regional Carrier,false_positive,low,2025-07-23,v3.1,closed,105.9
TKT-00396,CUST-026,Enterprise Bank,billing,medium,2025-03-21,v3.0,resolved,18.9
TKT-00397,CUST-064,Mid-Market Contact Center,missed_spam,medium,2025-08-18,v3.1,resolved,66.6
TKT-00398,CUST-014,Regional Carrier,false_positive,high,2025-08-04,v3.1,resolved,95.5
TKT-00399,CUST-083,Enterprise CPaaS,integration,high,2025-12-10,v3.2,resolved,81.3
TKT-00400,CUST-023,Enterprise Bank,missed_spam,low,2025-07-02,v3.1,closed,18.7
TKT-00401,CUST-082,Enterprise CPaaS,billing,critical,2025-05-20,v3.1,closed,107.6
TKT-00402,CUST-022,Enterprise Bank,billing,medium,2025-06-05,v3.1,resolved,119.0
TKT-00403,CUST-071,Mid-Market Contact Center,latency,high,2025-07-21,v3.1,resolved,22.1
TKT-00404,CUST-001,Tier 1 Carrier,false_positive,low,2025-10-05,v3.2,resolved,25.3
TKT-00405,CUST-049,Enterprise Contact Center,latency,medium,2025-07-06,v3.1,closed,14.5
TKT-00406,CUST-001,Tier 1 Carrier,billing,medium,2025-10-10,v3.2,closed,9.9
TKT-00407,CUST-024,Enterprise Bank,false_positive,medium,2025-12-07,v3.2,resolved,74.9
TKT-00408,CUST-050,Enterprise Contact Center,availability,medium,2025-11-01,v3.2,closed,97.3
TKT-00409,CUST-068,Mid-Market Contact Center,availability,high,2025-01-20,v3.0,open,105.6
TKT-00410,CUST-007,Tier 1 Carrier,false_positive,medium,2025-09-04,v3.2,closed,63.3
TKT-00411,CUST-001,Tier 1 Carrier,integration,high,2025-11-25,v3.2,closed,44.9
TKT-00412,CUST-075,Mid-Market Contact Center,integration,medium,2025-11-17,v3.2,resolved,68.3
TKT-00413,CUST-001,Tier 1 Carrier,integration,high,2025-12-01,v3.2,closed,99.4
TKT-00414,CUST-064,Mid-Market Contact Center,billing,medium,2025-10-11,v3.2,resolved,59.7
TKT-00415,CUST-041,Mid-Market Bank,latency,high,2025-03-26,v3.0,closed,9.0
TKT-00416,CUST-001,Tier 1 Carrier,false_positive,high,2025-09-21,v3.2,resolved,41.7
TKT-00417,CUST-001,Tier 1 Carrier,false_positive,high,2025-12-28,v3.2,resolved,36.0
TKT-00418,CUST-094,Growth CPaaS,false_positive,high,2025-05-26,v3.1,open,30.7
TKT-00419,CUST-086,Enterprise CPaaS,false_positive,high,2025-03-07,v3.0,open,66.3
TKT-00420,CUST-001,Tier 1 Carrier,latency,low,2025-09-24,v3.2,resolved,30.9
TKT-00421,CUST-073,Mid-Market Contact Center,integration,high,2025-05-13,v3.1,closed,18.3
TKT-00422,CUST-061,Mid-Market Contact Center,latency,high,2025-01-23,v3.0,resolved,62.0
TKT-00423,CUST-007,Tier 1 Carrier,latency,high,2025-10-10,v3.2,resolved,11.4
TKT-00424,CUST-097,Growth CPaaS,missed_spam,high,2025-10-06,v3.2,resolved,94.9
TKT-00425,CUST-049,Enterprise Contact Center,missed_spam,high,2025-02-06,v3.0,resolved,75.2
TKT-00426,CUST-009,Regional Carrier,missed_spam,high,2025-11-01,v3.2,resolved,26.5
TKT-00427,CUST-075,Mid-Market Contact Center,latency,medium,2025-05-12,v3.1,resolved,12.6
TKT-00428,CUST-063,Mid-Market Contact Center,billing,medium,2025-05-06,v3.1,open,64.2
TKT-00429,CUST-005,Tier 1 Carrier,integration,high,2025-12-21,v3.2,resolved,17.6
TKT-00430,CUST-005,Tier 1 Carrier,latency,medium,2025-12-22,v3.2,resolved,66.7
TKT-00431,CUST-014,Regional Carrier,missed_spam,low,2025-07-02,v3.1,closed,19.4
TKT-00432,CUST-007,Tier 1 Carrier,integration,medium,2025-07-10,v3.1,resolved,70.8
TKT-00433,CUST-082,Enterprise CPaaS,false_positive,medium,2025-07-22,v3.1,resolved,87.2
TKT-00434,CUST-001,Tier 1 Carrier,false_positive,low,2025-10-04,v3.2,resolved,67.8
TKT-00435,CUST-078,Enterprise CPaaS,false_positive,medium,2025-12-25,v3.2,resolved,119.3
TKT-00436,CUST-066,Mid-Market Contact Center,integration,high,2025-04-10,v3.0,closed,69.6
TKT-00437,CUST-071,Mid-Market Contact Center,integration,medium,2025-04-10,v3.0,resolved,8.3
TKT-00438,CUST-053,Enterprise Contact Center,missed_spam,high,2025-10-26,v3.2,resolved,86.7
TKT-00439,CUST-086,Enterprise CPaaS,billing,medium,2025-06-19,v3.1,resolved,50.2
TKT-00440,CUST-008,Tier 1 Carrier,availability,medium,2025-08-17,v3.1,resolved,37.8
TKT-00441,CUST-001,Tier 1 Carrier,false_positive,high,2025-12-24,v3.2,closed,96.3
TKT-00442,CUST-005,Tier 1 Carrier,availability,high,2025-11-15,v3.2,resolved,105.5
TKT-00443,CUST-042,Mid-Market Bank,availability,high,2025-10-08,v3.2,resolved,86.0
TKT-00444,CUST-045,Mid-Market Bank,latency,medium,2025-07-28,v3.1,resolved,27.3
TKT-00445,CUST-001,Tier 1 Carrier,availability,medium,2025-09-10,v3.2,closed,94.5
TKT-00446,CUST-078,Enterprise CPaaS,false_positive,high,2025-01-30,v3.0,resolved,109.9
TKT-00447,CUST-001,Tier 1 Carrier,false_positive,high,2025-11-26,v3.2,closed,68.4
TKT-00448,CUST-029,Enterprise Bank,false_positive,medium,2025-10-06,v3.2,closed,91.1
TKT-00449,CUST-053,Enterprise Contact Center,missed_spam,medium,2025-06-16,v3.1,resolved,38.7
TKT-00450,CUST-007,Tier 1 Carrier,false_positive,medium,2025-10-25,v3.2,resolved,30.6
TKT-00451,CUST-082,Enterprise CPaaS,false_positive,critical,2025-02-23,v3.0,resolved,86.8
TKT-00452,CUST-007,Tier 1 Carrier,false_positive,medium,2025-09-12,v3.2,closed,43.8
TKT-00453,CUST-062,Mid-Market Contact Center,latency,medium,2025-11-19,v3.2,closed,68.9
TKT-00454,CUST-044,Mid-Market Bank,integration,high,2025-12-27,v3.2,resolved,40.3
TKT-00455,CUST-065,Mid-Market Contact Center,availability,critical,2025-07-01,v3.1,closed,62.1
TKT-00456,CUST-056,Enterprise Contact Center,missed_spam,medium,2025-01-16,v3.0,open,104.3
TKT-00457,CUST-001,Tier 1 Carrier,false_positive,critical,2025-12-16,v3.2,resolved,6.7
TKT-00458,CUST-070,Mid-Market Contact Center,integration,low,2025-07-21,v3.1,resolved,117.6
TKT-00459,CUST-099,Growth CPaaS,latency,medium,2025-03-02,v3.0,resolved,88.4
TKT-00460,CUST-063,Mid-Market Contact Center,latency,high,2025-06-25,v3.1,resolved,64.7
TKT-00461,CUST-005,Tier 1 Carrier,false_positive,medium,2025-11-11,v3.2,resolved,118.6
TKT-00462,CUST-001,Tier 1 Carrier,integration,high,2025-10-23,v3.2,resolved,87.6
TKT-00463,CUST-096,Growth CPaaS,integration,low,2025-04-02,v3.0,resolved,106.1
TKT-00464,CUST-007,Tier 1 Carrier,false_positive,medium,2025-10-15,v3.2,resolved,101.1
TKT-00465,CUST-006,Tier 1 Carrier,false_positive,low,2025-10-15,v3.2,open,112.1
TKT-00466,CUST-005,Tier 1 Carrier,false_positive,critical,2025-12-13,v3.2,resolved,103.6
TKT-00467,CUST-024,Enterprise Bank,latency,critical,2025-06-10,v3.1,resolved,63.1
TKT-00468,CUST-072,Mid-Market Contact Center,latency,medium,2025-08-12,v3.1,resolved,79.3
TKT-00469,CUST-046,Enterprise Contact Center,availability,medium,2025-09-10,v3.2,closed,48.2
TKT-00470,CUST-097,Growth CPaaS,false_positive,critical,2025-09-11,v3.2,resolved,20.4
TKT-00471,CUST-071,Mid-Market Contact Center,false_positive,medium,2025-10-27,v3.2,open,63.9
TKT-00472,CUST-065,Mid-Market Contact Center,false_positive,high,2025-04-06,v3.0,resolved,21.6
TKT-00473,CUST-053,Enterprise Contact Center,latency,medium,2025-12-31,v3.2,closed,47.1
TKT-00474,CUST-074,Mid-Market Contact Center,missed_spam,medium,2025-05-12,v3.1,closed,61.7
TKT-00475,CUST-007,Tier 1 Carrier,false_positive,medium,2025-11-29,v3.2,resolved,90.8
TKT-00476,CUST-003,Tier 1 Carrier,false_positive,medium,2025-10-25,v3.2,closed,96.6
TKT-00477,CUST-007,Tier 1 Carrier,false_positive,medium,2025-11-27,v3.2,closed,31.2
TKT-00478,CUST-076,Enterprise CPaaS,latency,critical,2025-05-07,v3.1,open,67.0
TKT-00479,CUST-033,Mid-Market Bank,latency,medium,2025-02-11,v3.0,resolved,105.4
TKT-00480,CUST-003,Tier 1 Carrier,false_positive,high,2025-12-11,v3.2,closed,12.0
TKT-00481,CUST-084,Enterprise CPaaS,latency,high,2025-11-14,v3.2,resolved,103.1
TKT-00482,CUST-030,Enterprise Bank,availability,medium,2025-02-05,v3.0,resolved,92.6
TKT-00483,CUST-016,Regional Carrier,false_positive,high,2025-02-27,v3.0,closed,97.4
TKT-00484,CUST-005,Tier 1 Carrier,false_positive,medium,2025-09-08,v3.2,closed,23.1
TKT-00485,CUST-001,Tier 1 Carrier,false_positive,medium,2025-09-23,v3.2,closed,114.1
TKT-00486,CUST-034,Mid-Market Bank,missed_spam,medium,2025-03-21,v3.0,resolved,23.3
TKT-00487,CUST-008,Tier 1 Carrier,false_positive,medium,2025-12-10,v3.2,open,116.1
TKT-00488,CUST-001,Tier 1 Carrier,billing,high,2025-09-19,v3.2,closed,35.0
TKT-00489,CUST-007,Tier 1 Carrier,false_positive,medium,2025-09-20,v3.2,closed,84.0
TKT-00490,CUST-001,Tier 1 Carrier,missed_spam,medium,2025-09-19,v3.2,closed,42.5
TKT-00491,CUST-055,Enterprise Contact Center,missed_spam,high,2025-08-20,v3.1,resolved,80.8
TKT-00492,CUST-001,Tier 1 Carrier,availability,medium,2025-10-15,v3.2,resolved,94.6
TKT-00493,CUST-028,Enterprise Bank,latency,critical,2025-03-26,v3.0,closed,60.8
TKT-00494,CUST-020,Regional Carrier,integration,high,2025-02-07,v3.0,open,110.8
TKT-00495,CUST-068,Mid-Market Contact Center,false_positive,high,2025-09-06,v3.2,resolved,58.3
TKT-00496,CUST-061,Mid-Market Contact Center,billing,high,2025-08-29,v3.1,resolved,93.0
TKT-00497,CUST-075,Mid-Market Contact Center,false_positive,medium,2025-10-31,v3.2,closed,53.2
TKT-00498,CUST-001,Tier 1 Carrier,false_positive,medium,2025-12-30,v3.2,resolved,26.7
TKT-00499,CUST-026,Enterprise Bank,integration,medium,2025-09-24,v3.2,closed,15.6
TKT-00500,CUST-093,Growth CPaaS,false_positive,high,2025-08-20,v3.1,resolved,53.3
TKT-00501,CUST-005,Tier 1 Carrier,billing,high,2025-09-15,v3.2,resolved,68.4
TKT-00502,CUST-097,Growth CPaaS,latency,medium,2025-08-12,v3.1,resolved,47.1
TKT-00503,CUST-032,Enterprise Bank,false_positive,critical,2025-02-08,v3.0,resolved,88.7
TKT-00504,CUST-038,Mid-Market Bank,billing,high,2025-06-10,v3.1,open,5.4
TKT-00505,CUST-011,Regional Carrier,billing,high,2025-08-22,v3.1,resolved,102.1
TKT-00506,CUST-076,Enterprise CPaaS,availability,medium,2025-08-03,v3.1,closed,76.5
TKT-00507,CUST-075,Mid-Market Contact Center,false_positive,high,2025-05-20,v3.1,resolved,85.0
TKT-00508,CUST-091,Growth CPaaS,latency,high,2025-12-08,v3.2,resolved,98.5
TKT-00509,CUST-001,Tier 1 Carrier,false_positive,critical,2025-09-16,v3.2,closed,48.0
TKT-00510,CUST-001,Tier 1 Carrier,latency,medium,2025-12-08,v3.2,resolved,86.6
TKT-00511,CUST-004,Tier 1 Carrier,false_positive,medium,2025-11-29,v3.2,closed,41.7
TKT-00512,CUST-049,Enterprise Contact Center,false_positive,critical,2025-10-26,v3.2,closed,58.1
TKT-00513,CUST-013,Regional Carrier,latency,high,2025-12-15,v3.2,closed,11.5
TKT-00514,CUST-001,Tier 1 Carrier,false_positive,medium,2025-09-25,v3.2,resolved,65.1
TKT-00515,CUST-052,Enterprise Contact Center,integration,medium,2025-01-24,v3.0,closed,113.2
TKT-00516,CUST-022,Enterprise Bank,false_positive,high,2025-03-13,v3.0,open,90.8
TKT-00517,CUST-020,Regional Carrier,latency,medium,2025-07-28,v3.1,resolved,13.1
TKT-00518,CUST-002,Tier 1 Carrier,billing,critical,2025-03-03,v3.0,closed,75.3
TKT-00519,CUST-001,Tier 1 Carrier,false_positive,medium,2025-09-09,v3.2,resolved,20.7
TKT-00520,CUST-021,Enterprise Bank,integration,critical,2025-08-25,v3.1,resolved,56.4
TKT-00521,CUST-081,Enterprise CPaaS,false_positive,high,2025-12-13,v3.2,closed,82.4
TKT-00522,CUST-008,Tier 1 Carrier,integration,critical,2025-02-15,v3.0,closed,43.0
TKT-00523,CUST-001,Tier 1 Carrier,integration,high,2025-10-30,v3.2,closed,68.4
TKT-00524,CUST-014,Regional Carrier,availability,medium,2025-12-22,v3.2,closed,8.8
TKT-00525,CUST-067,Mid-Market Contact Center,integration,critical,2025-08-11,v3.1,closed,83.0
TKT-00526,CUST-080,Enterprise CPaaS,integration,low,2025-08-30,v3.1,resolved,62.1
TKT-00527,CUST-053,Enterprise Contact Center,missed_spam,high,2025-01-30,v3.0,resolved,24.0
TKT-00528,CUST-078,Enterprise CPaaS,latency,medium,2025-01-21,v3.0,resolved,70.4
TKT-00529,CUST-002,Tier 1 Carrier,false_positive,high,2025-09-28,v3.2,resolved,53.3
TKT-00530,CUST-004,Tier 1 Carrier,false_positive,high,2025-12-29,v3.2,resolved,48.1
TKT-00531,CUST-006,Tier 1 Carrier,false_positive,medium,2025-12-28,v3.2,closed,37.2
TKT-00532,CUST-001,Tier 1 Carrier,false_positive,critical,2025-09-18,v3.2,resolved,40.8
TKT-00533,CUST-007,Tier 1 Carrier,false_positive,medium,2025-10-20,v3.2,resolved,19.5
TKT-00534,CUST-041,Mid-Market Bank,integration,medium,2025-04-12,v3.0,resolved,111.1
TKT-00535,CUST-001,Tier 1 Carrier,false_positive,critical,2025-11-23,v3.2,closed,61.3
TKT-00536,CUST-001,Tier 1 Carrier,false_positive,medium,2025-10-05,v3.2,closed,7.4
TKT-00537,CUST-019,Regional Carrier,availability,high,2025-04-04,v3.0,resolved,29.3
TKT-00538,CUST-001,Tier 1 Carrier,billing,low,2025-11-24,v3.2,resolved,84.2
TKT-00539,CUST-004,Tier 1 Carrier,false_positive,medium,2025-10-12,v3.2,resolved,102.5
TKT-00540,CUST-084,Enterprise CPaaS,missed_spam,high,2025-06-03,v3.1,closed,12.3
TKT-00541,CUST-037,Mid-Market Bank,false_positive,low,2025-09-08,v3.2,closed,59.7
TKT-00542,CUST-004,Tier 1 Carrier,false_positive,medium,2025-09-25,v3.2,resolved,7.5
TKT-00543,CUST-048,Enterprise Contact Center,missed_spam,medium,2025-01-28,v3.0,resolved,9.0
TKT-00544,CUST-006,Tier 1 Carrier,false_positive,medium,2025-10-16,v3.2,resolved,98.2
TKT-00545,CUST-001,Tier 1 Carrier,false_positive,high,2025-10-26,v3.2,resolved,88.5
TKT-00546,CUST-001,Tier 1 Carrier,false_positive,high,2025-12-20,v3.2,resolved,97.3
TKT-00547,CUST-039,Mid-Market Bank,false_positive,high,2025-07-25,v3.1,open,73.9
TKT-00548,CUST-002,Tier 1 Carrier,availability,medium,2025-11-09,v3.2,resolved,102.6
TKT-00549,CUST-002,Tier 1 Carrier,missed_spam,medium,2025-07-22,v3.1,closed,94.1
TKT-00550,CUST-029,Enterprise Bank,latency,high,2025-02-14,v3.0,resolved,50.7
TKT-00551,CUST-001,Tier 1 Carrier,false_positive,high,2025-10-08,v3.2,resolved,41.3
TKT-00552,CUST-086,Enterprise CPaaS,false_positive,high,2025-05-07,v3.1,resolved,26.8
TKT-00553,CUST-072,Mid-Market Contact Center,integration,low,2025-01-19,v3.0,resolved,116.9
TKT-00554,CUST-028,Enterprise Bank,missed_spam,medium,2025-10-25,v3.2,closed,69.3
TKT-00555,CUST-071,Mid-Market Contact Center,missed_spam,medium,2025-11-12,v3.2,closed,44.8
TKT-00556,CUST-001,Tier 1 Carrier,false_positive,medium,2025-12-30,v3.2,closed,7.6
TKT-00557,CUST-031,Enterprise Bank,latency,medium,2025-08-20,v3.1,resolved,9.5
TKT-00558,CUST-048,Enterprise Contact Center,latency,high,2025-05-18,v3.1,closed,8.2
TKT-00559,CUST-080,Enterprise CPaaS,missed_spam,medium,2025-02-07,v3.0,resolved,84.2
TKT-00560,CUST-100,Growth CPaaS,false_positive,critical,2025-09-20,v3.2,closed,9.9
TKT-00561,CUST-051,Enterprise Contact Center,latency,medium,2025-04-04,v3.0,open,92.9
